SITE_CODE,PARAMETER_NAME,SAMPLING_DATE,ENVIRON_COMPARTMENT_SUB,SUBSAMPLE,MEASURED_FLAG,MEASURED_VALUE,UNCERTAINTY_TYPE,UNCERTAINTY_UPPER,UNCERTAINTY_LOWER,MEASURED_UNIT,MEASURED_N,LOQ_VALUE,LOQ_UNIT,LOD_VALUE,LOD_UNIT,SAMPLING_PROTOCOL,EXTRACTION_PROTOCOL,FRACTIONATION_PROTOCOL,ANALYTICAL_PROTOCOL,REFERENCE_ID,SAMPLE_ID,CAMPAIGN_NAME_SHORT,ENVIRON_COMPARTMENT,PARAMETER_TYPE,MEASURED_TYPE,MEASUREMENT_COMMENT,SITE_NAME,SITE_GEOGRAPHIC_FEATURE,SITE_GEOGRAPHIC_FEATURE_SUB,COUNTRY_ISO,OCEAN_IHO,LATITUDE,LONGITUDE,ALTITUDE_VALUE,ALTITUDE_UNIT,SITE_COMMENT,YEAR,TITLE,DATA_SOURCE,SPECIES_GROUP,SAMPLE_SPECIES,SAMPLE_TISSUE,SAMPLE_SPECIES_LIFESTAGE,SAMPLE_SPECIES_GENDER,CAMPAIGN_NAME,CAMPAIGN_START_DATE,CAMPAIGN_END_DATE,RELIABILITY_SCORE,RELIABILITY_EVAL_SYS,CONFIDENTIALITY_EXPIRY_DATE,ORGANISATION,ENTERED_BY,ENTERED_DATE,CAMPAIGN_COMMENT,MEASURED_UNIT_STANDARD,MEASURED_VALUE_STANDARD,UNCERTAINTY_UPPER_STANDARD,UNCERTAINTY_LOWER_STANDARD,LOQ_UNIT_STANDARD,LOQ_VALUE_STANDARD,LOD_UNIT_STANDARD,LOD_VALUE_STANDARD
GlommaCu1990-95_2,Copper,1990-07-02,Brackish/Transitional Water,1,,123,Not Reported,NA,NA,mg/kg (dry),6,NA,,NA,,S01_PointSampling_GlommaCu19,E01_AcidDigestion_GlommaCu19,E01_AcidDigestion_GlommaCu19,A01_AtomicAbsorptio_GlommaCu19,2002HellandTransportAndSedimentation,GlommaCu1990-95_2-Copper-BrackishTran-1990-07-02-R 1,GlommaCu1990-95,Aquatic,Stressor,Concentration,,Glomma estuary station 2,Estuary,Water benthos,Norway,Norway,59.129,10.964,20,m,"Located near the river mouth in the inner part of the estuary. Sampled in 1990, 1994 and 1995. Coordinates estimated (3 d.p.) from Figure 1.",2002,"Transport and sedimentation of Cu in a microtidal estuary, SE Norway",Primary,NA,NA,NA,NA,NA,Transport and sedimentation of Cu in Glomma estuary,1990-05-01,1995-07-31,,Not relevant,NA,Norwegian Institute for Water Research,Sam Welch,2025-11-04,"Study of transport and sedimentation of copper in the Glomma estuary, SE Norway during a period of 90% reduction in industrial Cu input. Traps deployed at four stations for monthly periods during 1990, 1994 and 1995, with additional four stations in 1995.",mg/kg (dry),123,NA,NA,NA,NA,NA,NA
GlommaCu1990-95_3,Copper,1990-07-02,Brackish/Transitional Water,1,,153,Not Reported,NA,NA,mg/kg (dry),7,NA,,NA,,S01_PointSampling_GlommaCu19,E01_AcidDigestion_GlommaCu19,E01_AcidDigestion_GlommaCu19,A01_AtomicAbsorptio_GlommaCu19,2002HellandTransportAndSedimentation,GlommaCu1990-95_3-Copper-BrackishTran-1990-07-02-R 1,GlommaCu1990-95,Aquatic,Stressor,Concentration,,Glomma estuary station 3,Estuary,Water benthos,Norway,Norway,59.111,11.037,20,m,"Located in the Glomma estuary. Sampled in 1990, 1994 and 1995. Coordinates estimated (3 d.p.) from Figure 1.",2002,"Transport and sedimentation of Cu in a microtidal estuary, SE Norway",Primary,NA,NA,NA,NA,NA,Transport and sedimentation of Cu in Glomma estuary,1990-05-01,1995-07-31,,Not relevant,NA,Norwegian Institute for Water Research,Sam Welch,2025-11-04,"Study of transport and sedimentation of copper in the Glomma estuary, SE Norway during a period of 90% reduction in industrial Cu input. Traps deployed at four stations for monthly periods during 1990, 1994 and 1995, with additional four stations in 1995.",mg/kg (dry),153,NA,NA,NA,NA,NA,NA
GlommaCu1990-95_4,Copper,1990-07-02,Brackish/Transitional Water,1,,324,Not Reported,NA,NA,mg/kg (dry),8,NA,,NA,,S01_PointSampling_GlommaCu19,E01_AcidDigestion_GlommaCu19,E01_AcidDigestion_GlommaCu19,A01_AtomicAbsorptio_GlommaCu19,2002HellandTransportAndSedimentation,GlommaCu1990-95_4-Copper-BrackishTran-1990-07-02-R 1,GlommaCu1990-95,Aquatic,Stressor,Concentration,,Glomma estuary station 4,Estuary,Water benthos,Norway,Norway,59.111,11.167,20,m,"Located to the east of the main estuary. Sampled in 1990, 1994 and 1995. High variability in Al and TOC concentrations, may be influenced by other particle sources than river Glomma. Coordinates estimated (3 d.p.) from Figure 1.",2002,"Transport and sedimentation of Cu in a microtidal estuary, SE Norway",Primary,NA,NA,NA,NA,NA,Transport and sedimentation of Cu in Glomma estuary,1990-05-01,1995-07-31,,Not relevant,NA,Norwegian Institute for Water Research,Sam Welch,2025-11-04,"Study of transport and sedimentation of copper in the Glomma estuary, SE Norway during a period of 90% reduction in industrial Cu input. Traps deployed at four stations for monthly periods during 1990, 1994 and 1995, with additional four stations in 1995.",mg/kg (dry),324,NA,NA,NA,NA,NA,NA
GlommaCu1990-95_1,Copper,1990-08-01,Brackish/Transitional Water,1,,636,Not Reported,NA,NA,mg/kg (dry),9,NA,,NA,,S01_PointSampling_GlommaCu19,E01_AcidDigestion_GlommaCu19,E01_AcidDigestion_GlommaCu19,A01_AtomicAbsorptio_GlommaCu19,2002HellandTransportAndSedimentation,GlommaCu1990-95_1-Copper-BrackishTran-1990-08-01-R 1,GlommaCu1990-95,Aquatic,Stressor,Concentration,,Glomma estuary station 1,Estuary,Water benthos,Norway,Norway,59.052,10.974,20,m,"Located in the outer part of the Glomma estuary. Sampled in 1990, 1994 and 1995. Coordinates estimated (3 d.p.) from Figure 1.",2002,"Transport and sedimentation of Cu in a microtidal estuary, SE Norway",Primary,NA,NA,NA,NA,NA,Transport and sedimentation of Cu in Glomma estuary,1990-05-01,1995-07-31,,Not relevant,NA,Norwegian Institute for Water Research,Sam Welch,2025-11-04,"Study of transport and sedimentation of copper in the Glomma estuary, SE Norway during a period of 90% reduction in industrial Cu input. Traps deployed at four stations for monthly periods during 1990, 1994 and 1995, with additional four stations in 1995.",mg/kg (dry),636,NA,NA,NA,NA,NA,NA
GlommaCu1990-95_2,Copper,1990-08-01,Brackish/Transitional Water,1,,179,Not Reported,NA,NA,mg/kg (dry),10,NA,,NA,,S01_PointSampling_GlommaCu19,E01_AcidDigestion_GlommaCu19,E01_AcidDigestion_GlommaCu19,A01_AtomicAbsorptio_GlommaCu19,2002HellandTransportAndSedimentation,GlommaCu1990-95_2-Copper-BrackishTran-1990-08-01-R 1,GlommaCu1990-95,Aquatic,Stressor,Concentration,,Glomma estuary station 2,Estuary,Water benthos,Norway,Norway,59.129,10.964,20,m,"Located near the river mouth in the inner part of the estuary. Sampled in 1990, 1994 and 1995. Coordinates estimated (3 d.p.) from Figure 1.",2002,"Transport and sedimentation of Cu in a microtidal estuary, SE Norway",Primary,NA,NA,NA,NA,NA,Transport and sedimentation of Cu in Glomma estuary,1990-05-01,1995-07-31,,Not relevant,NA,Norwegian Institute for Water Research,Sam Welch,2025-11-04,"Study of transport and sedimentation of copper in the Glomma estuary, SE Norway during a period of 90% reduction in industrial Cu input. Traps deployed at four stations for monthly periods during 1990, 1994 and 1995, with additional four stations in 1995.",mg/kg (dry),179,NA,NA,NA,NA,NA,NA
GlommaCu1990-95_3,Copper,1990-08-01,Brackish/Transitional Water,1,,120,Not Reported,NA,NA,mg/kg (dry),11,NA,,NA,,S01_PointSampling_GlommaCu19,E01_AcidDigestion_GlommaCu19,E01_AcidDigestion_GlommaCu19,A01_AtomicAbsorptio_GlommaCu19,2002HellandTransportAndSedimentation,GlommaCu1990-95_3-Copper-BrackishTran-1990-08-01-R 1,GlommaCu1990-95,Aquatic,Stressor,Concentration,,Glomma estuary station 3,Estuary,Water benthos,Norway,Norway,59.111,11.037,20,m,"Located in the Glomma estuary. Sampled in 1990, 1994 and 1995. Coordinates estimated (3 d.p.) from Figure 1.",2002,"Transport and sedimentation of Cu in a microtidal estuary, SE Norway",Primary,NA,NA,NA,NA,NA,Transport and sedimentation of Cu in Glomma estuary,1990-05-01,1995-07-31,,Not relevant,NA,Norwegian Institute for Water Research,Sam Welch,2025-11-04,"Study of transport and sedimentation of copper in the Glomma estuary, SE Norway during a period of 90% reduction in industrial Cu input. Traps deployed at four stations for monthly periods during 1990, 1994 and 1995, with additional four stations in 1995.",mg/kg (dry),120,NA,NA,NA,NA,NA,NA
GlommaCu1990-95_4,Copper,1990-08-01,Brackish/Transitional Water,1,,520,Not Reported,NA,NA,mg/kg (dry),12,NA,,NA,,S01_PointSampling_GlommaCu19,E01_AcidDigestion_GlommaCu19,E01_AcidDigestion_GlommaCu19,A01_AtomicAbsorptio_GlommaCu19,2002HellandTransportAndSedimentation,GlommaCu1990-95_4-Copper-BrackishTran-1990-08-01-R 1,GlommaCu1990-95,Aquatic,Stressor,Concentration,,Glomma estuary station 4,Estuary,Water benthos,Norway,Norway,59.111,11.167,20,m,"Located to the east of the main estuary. Sampled in 1990, 1994 and 1995. High variability in Al and TOC concentrations, may be influenced by other particle sources than river Glomma. Coordinates estimated (3 d.p.) from Figure 1.",2002,"Transport and sedimentation of Cu in a microtidal estuary, SE Norway",Primary,NA,NA,NA,NA,NA,Transport and sedimentation of Cu in Glomma estuary,1990-05-01,1995-07-31,,Not relevant,NA,Norwegian Institute for Water Research,Sam Welch,2025-11-04,"Study of transport and sedimentation of copper in the Glomma estuary, SE Norway during a period of 90% reduction in industrial Cu input. Traps deployed at four stations for monthly periods during 1990, 1994 and 1995, with additional four stations in 1995.",mg/kg (dry),520,NA,NA,NA,NA,NA,NA
GlommaCu1990-95_1,Copper,1990-09-10,Brackish/Transitional Water,1,,165,Not Reported,NA,NA,mg/kg (dry),13,NA,,NA,,S01_PointSampling_GlommaCu19,E01_AcidDigestion_GlommaCu19,E01_AcidDigestion_GlommaCu19,A01_AtomicAbsorptio_GlommaCu19,2002HellandTransportAndSedimentation,GlommaCu1990-95_1-Copper-BrackishTran-1990-09-10-R 1,GlommaCu1990-95,Aquatic,Stressor,Concentration,,Glomma estuary station 1,Estuary,Water benthos,Norway,Norway,59.052,10.974,20,m,"Located in the outer part of the Glomma estuary. Sampled in 1990, 1994 and 1995. Coordinates estimated (3 d.p.) from Figure 1.",2002,"Transport and sedimentation of Cu in a microtidal estuary, SE Norway",Primary,NA,NA,NA,NA,NA,Transport and sedimentation of Cu in Glomma estuary,1990-05-01,1995-07-31,,Not relevant,NA,Norwegian Institute for Water Research,Sam Welch,2025-11-04,"Study of transport and sedimentation of copper in the Glomma estuary, SE Norway during a period of 90% reduction in industrial Cu input. Traps deployed at four stations for monthly periods during 1990, 1994 and 1995, with additional four stations in 1995.",mg/kg (dry),165,NA,NA,NA,NA,NA,NA
GlommaCu1990-95_2,Copper,1990-09-10,Brackish/Transitional Water,1,,110,Not Reported,NA,NA,mg/kg (dry),14,NA,,NA,,S01_PointSampling_GlommaCu19,E01_AcidDigestion_GlommaCu19,E01_AcidDigestion_GlommaCu19,A01_AtomicAbsorptio_GlommaCu19,2002HellandTransportAndSedimentation,GlommaCu1990-95_2-Copper-BrackishTran-1990-09-10-R 1,GlommaCu1990-95,Aquatic,Stressor,Concentration,,Glomma estuary station 2,Estuary,Water benthos,Norway,Norway,59.129,10.964,20,m,"Located near the river mouth in the inner part of the estuary. Sampled in 1990, 1994 and 1995. Coordinates estimated (3 d.p.) from Figure 1.",2002,"Transport and sedimentation of Cu in a microtidal estuary, SE Norway",Primary,NA,NA,NA,NA,NA,Transport and sedimentation of Cu in Glomma estuary,1990-05-01,1995-07-31,,Not relevant,NA,Norwegian Institute for Water Research,Sam Welch,2025-11-04,"Study of transport and sedimentation of copper in the Glomma estuary, SE Norway during a period of 90% reduction in industrial Cu input. Traps deployed at four stations for monthly periods during 1990, 1994 and 1995, with additional four stations in 1995.",mg/kg (dry),110,NA,NA,NA,NA,NA,NA
GlommaCu1990-95_3,Copper,1990-09-10,Brackish/Transitional Water,1,,137,Not Reported,NA,NA,mg/kg (dry),15,NA,,NA,,S01_PointSampling_GlommaCu19,E01_AcidDigestion_GlommaCu19,E01_AcidDigestion_GlommaCu19,A01_AtomicAbsorptio_GlommaCu19,2002HellandTransportAndSedimentation,GlommaCu1990-95_3-Copper-BrackishTran-1990-09-10-R 1,GlommaCu1990-95,Aquatic,Stressor,Concentration,,Glomma estuary station 3,Estuary,Water benthos,Norway,Norway,59.111,11.037,20,m,"Located in the Glomma estuary. Sampled in 1990, 1994 and 1995. Coordinates estimated (3 d.p.) from Figure 1.",2002,"Transport and sedimentation of Cu in a microtidal estuary, SE Norway",Primary,NA,NA,NA,NA,NA,Transport and sedimentation of Cu in Glomma estuary,1990-05-01,1995-07-31,,Not relevant,NA,Norwegian Institute for Water Research,Sam Welch,2025-11-04,"Study of transport and sedimentation of copper in the Glomma estuary, SE Norway during a period of 90% reduction in industrial Cu input. Traps deployed at four stations for monthly periods during 1990, 1994 and 1995, with additional four stations in 1995.",mg/kg (dry),137,NA,NA,NA,NA,NA,NA
GlommaCu1990-95_4,Copper,1990-09-10,Brackish/Transitional Water,1,,196,Not Reported,NA,NA,mg/kg (dry),16,NA,,NA,,S01_PointSampling_GlommaCu19,E01_AcidDigestion_GlommaCu19,E01_AcidDigestion_GlommaCu19,A01_AtomicAbsorptio_GlommaCu19,2002HellandTransportAndSedimentation,GlommaCu1990-95_4-Copper-BrackishTran-1990-09-10-R 1,GlommaCu1990-95,Aquatic,Stressor,Concentration,,Glomma estuary station 4,Estuary,Water benthos,Norway,Norway,59.111,11.167,20,m,"Located to the east of the main estuary. Sampled in 1990, 1994 and 1995. High variability in Al and TOC concentrations, may be influenced by other particle sources than river Glomma. Coordinates estimated (3 d.p.) from Figure 1.",2002,"Transport and sedimentation of Cu in a microtidal estuary, SE Norway",Primary,NA,NA,NA,NA,NA,Transport and sedimentation of Cu in Glomma estuary,1990-05-01,1995-07-31,,Not relevant,NA,Norwegian Institute for Water Research,Sam Welch,2025-11-04,"Study of transport and sedimentation of copper in the Glomma estuary, SE Norway during a period of 90% reduction in industrial Cu input. Traps deployed at four stations for monthly periods during 1990, 1994 and 1995, with additional four stations in 1995.",mg/kg (dry),196,NA,NA,NA,NA,NA,NA
GlommaCu1990-95_1,Copper,1990-10-08,Brackish/Transitional Water,1,,195,Not Reported,NA,NA,mg/kg (dry),17,NA,,NA,,S01_PointSampling_GlommaCu19,E01_AcidDigestion_GlommaCu19,E01_AcidDigestion_GlommaCu19,A01_AtomicAbsorptio_GlommaCu19,2002HellandTransportAndSedimentation,GlommaCu1990-95_1-Copper-BrackishTran-1990-10-08-R 1,GlommaCu1990-95,Aquatic,Stressor,Concentration,,Glomma estuary station 1,Estuary,Water benthos,Norway,Norway,59.052,10.974,20,m,"Located in the outer part of the Glomma estuary. Sampled in 1990, 1994 and 1995. Coordinates estimated (3 d.p.) from Figure 1.",2002,"Transport and sedimentation of Cu in a microtidal estuary, SE Norway",Primary,NA,NA,NA,NA,NA,Transport and sedimentation of Cu in Glomma estuary,1990-05-01,1995-07-31,,Not relevant,NA,Norwegian Institute for Water Research,Sam Welch,2025-11-04,"Study of transport and sedimentation of copper in the Glomma estuary, SE Norway during a period of 90% reduction in industrial Cu input. Traps deployed at four stations for monthly periods during 1990, 1994 and 1995, with additional four stations in 1995.",mg/kg (dry),195,NA,NA,NA,NA,NA,NA
GlommaCu1990-95_2,Copper,1990-10-08,Brackish/Transitional Water,1,,166,Not Reported,NA,NA,mg/kg (dry),18,NA,,NA,,S01_PointSampling_GlommaCu19,E01_AcidDigestion_GlommaCu19,E01_AcidDigestion_GlommaCu19,A01_AtomicAbsorptio_GlommaCu19,2002HellandTransportAndSedimentation,GlommaCu1990-95_2-Copper-BrackishTran-1990-10-08-R 1,GlommaCu1990-95,Aquatic,Stressor,Concentration,,Glomma estuary station 2,Estuary,Water benthos,Norway,Norway,59.129,10.964,20,m,"Located near the river mouth in the inner part of the estuary. Sampled in 1990, 1994 and 1995. Coordinates estimated (3 d.p.) from Figure 1.",2002,"Transport and sedimentation of Cu in a microtidal estuary, SE Norway",Primary,NA,NA,NA,NA,NA,Transport and sedimentation of Cu in Glomma estuary,1990-05-01,1995-07-31,,Not relevant,NA,Norwegian Institute for Water Research,Sam Welch,2025-11-04,"Study of transport and sedimentation of copper in the Glomma estuary, SE Norway during a period of 90% reduction in industrial Cu input. Traps deployed at four stations for monthly periods during 1990, 1994 and 1995, with additional four stations in 1995.",mg/kg (dry),166,NA,NA,NA,NA,NA,NA
GlommaCu1990-95_3,Copper,1990-10-08,Brackish/Transitional Water,1,,119,Not Reported,NA,NA,mg/kg (dry),19,NA,,NA,,S01_PointSampling_GlommaCu19,E01_AcidDigestion_GlommaCu19,E01_AcidDigestion_GlommaCu19,A01_AtomicAbsorptio_GlommaCu19,2002HellandTransportAndSedimentation,GlommaCu1990-95_3-Copper-BrackishTran-1990-10-08-R 1,GlommaCu1990-95,Aquatic,Stressor,Concentration,,Glomma estuary station 3,Estuary,Water benthos,Norway,Norway,59.111,11.037,20,m,"Located in the Glomma estuary. Sampled in 1990, 1994 and 1995. Coordinates estimated (3 d.p.) from Figure 1.",2002,"Transport and sedimentation of Cu in a microtidal estuary, SE Norway",Primary,NA,NA,NA,NA,NA,Transport and sedimentation of Cu in Glomma estuary,1990-05-01,1995-07-31,,Not relevant,NA,Norwegian Institute for Water Research,Sam Welch,2025-11-04,"Study of transport and sedimentation of copper in the Glomma estuary, SE Norway during a period of 90% reduction in industrial Cu input. Traps deployed at four stations for monthly periods during 1990, 1994 and 1995, with additional four stations in 1995.",mg/kg (dry),119,NA,NA,NA,NA,NA,NA
GlommaCu1990-95_4,Copper,1990-10-08,Brackish/Transitional Water,1,,279,Not Reported,NA,NA,mg/kg (dry),20,NA,,NA,,S01_PointSampling_GlommaCu19,E01_AcidDigestion_GlommaCu19,E01_AcidDigestion_GlommaCu19,A01_AtomicAbsorptio_GlommaCu19,2002HellandTransportAndSedimentation,GlommaCu1990-95_4-Copper-BrackishTran-1990-10-08-R 1,GlommaCu1990-95,Aquatic,Stressor,Concentration,,Glomma estuary station 4,Estuary,Water benthos,Norway,Norway,59.111,11.167,20,m,"Located to the east of the main estuary. Sampled in 1990, 1994 and 1995. High variability in Al and TOC concentrations, may be influenced by other particle sources than river Glomma. Coordinates estimated (3 d.p.) from Figure 1.",2002,"Transport and sedimentation of Cu in a microtidal estuary, SE Norway",Primary,NA,NA,NA,NA,NA,Transport and sedimentation of Cu in Glomma estuary,1990-05-01,1995-07-31,,Not relevant,NA,Norwegian Institute for Water Research,Sam Welch,2025-11-04,"Study of transport and sedimentation of copper in the Glomma estuary, SE Norway during a period of 90% reduction in industrial Cu input. Traps deployed at four stations for monthly periods during 1990, 1994 and 1995, with additional four stations in 1995.",mg/kg (dry),279,NA,NA,NA,NA,NA,NA
GlommaCu1990-95_1,Copper,1994-06-09,Brackish/Transitional Water,1,,83.5,Not Reported,NA,NA,mg/kg (dry),21,NA,,NA,,S01_PointSampling_GlommaCu19,E01_AcidDigestion_GlommaCu19,E01_AcidDigestion_GlommaCu19,A01_AtomicAbsorptio_GlommaCu19,2002HellandTransportAndSedimentation,GlommaCu1990-95_1-Copper-BrackishTran-1994-06-09-R 1,GlommaCu1990-95,Aquatic,Stressor,Concentration,,Glomma estuary station 1,Estuary,Water benthos,Norway,Norway,59.052,10.974,20,m,"Located in the outer part of the Glomma estuary. Sampled in 1990, 1994 and 1995. Coordinates estimated (3 d.p.) from Figure 1.",2002,"Transport and sedimentation of Cu in a microtidal estuary, SE Norway",Primary,NA,NA,NA,NA,NA,Transport and sedimentation of Cu in Glomma estuary,1990-05-01,1995-07-31,,Not relevant,NA,Norwegian Institute for Water Research,Sam Welch,2025-11-04,"Study of transport and sedimentation of copper in the Glomma estuary, SE Norway during a period of 90% reduction in industrial Cu input. Traps deployed at four stations for monthly periods during 1990, 1994 and 1995, with additional four stations in 1995.",mg/kg (dry),83.5,NA,NA,NA,NA,NA,NA
GlommaCu1990-95_2,Copper,1994-06-09,Brackish/Transitional Water,1,,430,Not Reported,NA,NA,mg/kg (dry),22,NA,,NA,,S01_PointSampling_GlommaCu19,E01_AcidDigestion_GlommaCu19,E01_AcidDigestion_GlommaCu19,A01_AtomicAbsorptio_GlommaCu19,2002HellandTransportAndSedimentation,GlommaCu1990-95_2-Copper-BrackishTran-1994-06-09-R 1,GlommaCu1990-95,Aquatic,Stressor,Concentration,,Glomma estuary station 2,Estuary,Water benthos,Norway,Norway,59.129,10.964,20,m,"Located near the river mouth in the inner part of the estuary. Sampled in 1990, 1994 and 1995. Coordinates estimated (3 d.p.) from Figure 1.",2002,"Transport and sedimentation of Cu in a microtidal estuary, SE Norway",Primary,NA,NA,NA,NA,NA,Transport and sedimentation of Cu in Glomma estuary,1990-05-01,1995-07-31,,Not relevant,NA,Norwegian Institute for Water Research,Sam Welch,2025-11-04,"Study of transport and sedimentation of copper in the Glomma estuary, SE Norway during a period of 90% reduction in industrial Cu input. Traps deployed at four stations for monthly periods during 1990, 1994 and 1995, with additional four stations in 1995.",mg/kg (dry),430,NA,NA,NA,NA,NA,NA
